outcome,g,decade,cohort_mean,n_obs,cohort_label
Any STEM birth (pp),1850,1920,100,1,Cohort 1850
Any STEM birth (pp),1850,1930,100,1,Cohort 1850
Any STEM birth (pp),1850,1940,100,1,Cohort 1850
Any STEM birth (pp),1850,1950,100,1,Cohort 1850
Any STEM birth (pp),1850,1960,100,1,Cohort 1850
Any STEM birth (pp),1850,1970,100,1,Cohort 1850
Any STEM birth (pp),1850,1980,100,1,Cohort 1850
Any STEM birth (pp),1850,1990,0,1,Cohort 1850
Any STEM birth (pp),1850,2000,0,1,Cohort 1850
Any STEM birth (pp),1860,1800,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1810,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1820,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1830,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1840,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1850,33.333333333333336,3,Cohort 1860
Any STEM birth (pp),1860,1860,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1870,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1880,100,3,Cohort 1860
Any STEM birth (pp),1860,1890,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1900,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1910,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1920,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1930,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1940,100,3,Cohort 1860
Any STEM birth (pp),1860,1950,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1960,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1970,66.66666666666667,3,Cohort 1860
Any STEM birth (pp),1860,1980,33.333333333333336,3,Cohort 1860
Any STEM birth (pp),1860,1990,33.333333333333336,3,Cohort 1860
Any STEM birth (pp),1860,2000,0,3,Cohort 1860
Any STEM birth (pp),1890,1800,0,1,Cohort 1890
Any STEM birth (pp),1890,1810,0,1,Cohort 1890
Any STEM birth (pp),1890,1820,0,1,Cohort 1890
Any STEM birth (pp),1890,1830,0,1,Cohort 1890
Any STEM birth (pp),1890,1840,0,1,Cohort 1890
Any STEM birth (pp),1890,1850,0,1,Cohort 1890
Any STEM birth (pp),1890,1860,0,1,Cohort 1890
Any STEM birth (pp),1890,1870,100,1,Cohort 1890
Any STEM birth (pp),1890,1880,0,1,Cohort 1890
Any STEM birth (pp),1890,1890,0,1,Cohort 1890
Any STEM birth (pp),1890,1900,100,1,Cohort 1890
Any STEM birth (pp),1890,1910,100,1,Cohort 1890
Any STEM birth (pp),1890,1920,0,1,Cohort 1890
Any STEM birth (pp),1890,1930,0,1,Cohort 1890
Any STEM birth (pp),1890,1940,0,1,Cohort 1890
Any STEM birth (pp),1890,1950,0,1,Cohort 1890
Any STEM birth (pp),1890,1960,0,1,Cohort 1890
Any STEM birth (pp),1890,1970,0,1,Cohort 1890
Any STEM birth (pp),1890,1980,0,1,Cohort 1890
Any STEM birth (pp),1890,1990,0,1,Cohort 1890
Any STEM birth (pp),1890,2000,0,1,Cohort 1890
"STEM births per 1,000 population",1850,1800,0,1,Cohort 1850
"STEM births per 1,000 population",1850,1810,0,1,Cohort 1850
"STEM births per 1,000 population",1850,1820,0,1,Cohort 1850
"STEM births per 1,000 population",1850,1830,0,1,Cohort 1850
"STEM births per 1,000 population",1850,1840,0,1,Cohort 1850
"STEM births per 1,000 population",1850,1850,0.11502185415228894,1,Cohort 1850
"STEM births per 1,000 population",1850,1860,0.05281504172388296,1,Cohort 1850
"STEM births per 1,000 population",1850,1870,0.05352137175275802,1,Cohort 1850
"STEM births per 1,000 population",1850,1880,0.02564551908667758,1,Cohort 1850
"STEM births per 1,000 population",1850,1890,0.013378060649437954,1,Cohort 1850
"STEM births per 1,000 population",1850,1900,0.03209036647198511,1,Cohort 1850
"STEM births per 1,000 population",1850,1910,0.026384464827109797,1,Cohort 1850
"STEM births per 1,000 population",1850,1920,0.0414466049309618,1,Cohort 1850
"STEM births per 1,000 population",1850,1930,0.017339382150524753,1,Cohort 1850
"STEM births per 1,000 population",1850,1940,0.02836718484057642,1,Cohort 1850
"STEM births per 1,000 population",1850,1950,0.011607556261180334,1,Cohort 1850
"STEM births per 1,000 population",1850,1960,0.0054030981364714525,1,Cohort 1850
"STEM births per 1,000 population",1850,1970,0.005589136953417338,1,Cohort 1850
"STEM births per 1,000 population",1850,1980,0.001472810446349934,1,Cohort 1850
"STEM births per 1,000 population",1850,1990,0,1,Cohort 1850
"STEM births per 1,000 population",1850,2000,0,1,Cohort 1850
"STEM births per 1,000 population",1860,1800,0.039760234708579506,3,Cohort 1860
"STEM births per 1,000 population",1860,1810,0.07123436032279487,3,Cohort 1860
"STEM births per 1,000 population",1860,1820,0.028265907957508336,3,Cohort 1860
"STEM births per 1,000 population",1860,1830,0.02857912369180643,3,Cohort 1860
"STEM births per 1,000 population",1860,1840,0.018707175938670502,3,Cohort 1860
"STEM births per 1,000 population",1860,1850,0.0123210523776617,3,Cohort 1860
"STEM births per 1,000 population",1860,1860,0.027905118245278686,3,Cohort 1860
"STEM births per 1,000 population",1860,1870,0.01862968172049947,3,Cohort 1860
"STEM births per 1,000 population",1860,1880,0.013519382628430459,3,Cohort 1860
"STEM births per 1,000 population",1860,1890,0.020863919429758005,3,Cohort 1860
"STEM births per 1,000 population",1860,1900,0.016318286721417836,3,Cohort 1860
"STEM births per 1,000 population",1860,1910,0.020939838789244155,3,Cohort 1860
"STEM births per 1,000 population",1860,1920,0.027272148744609037,3,Cohort 1860
"STEM births per 1,000 population",1860,1930,0.021872358060160645,3,Cohort 1860
"STEM births per 1,000 population",1860,1940,0.03875428337459913,3,Cohort 1860
"STEM births per 1,000 population",1860,1950,0.01583696947659447,3,Cohort 1860
"STEM births per 1,000 population",1860,1960,0.00755692398426712,3,Cohort 1860
"STEM births per 1,000 population",1860,1970,0.003488150241545674,3,Cohort 1860
"STEM births per 1,000 population",1860,1980,2.8281986679467094e-4,3,Cohort 1860
"STEM births per 1,000 population",1860,1990,4.552139569327538e-5,3,Cohort 1860
"STEM births per 1,000 population",1860,2000,0,3,Cohort 1860
"STEM births per 1,000 population",1890,1800,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1810,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1820,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1830,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1840,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1850,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1860,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1870,0.007681376502669278,1,Cohort 1890
"STEM births per 1,000 population",1890,1880,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1890,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1900,0.00244212767931933,1,Cohort 1890
"STEM births per 1,000 population",1890,1910,0.002170459182344617,1,Cohort 1890
"STEM births per 1,000 population",1890,1920,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1930,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1940,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1950,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1960,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1970,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1980,0,1,Cohort 1890
"STEM births per 1,000 population",1890,1990,0,1,Cohort 1890
"STEM births per 1,000 population",1890,2000,0,1,Cohort 1890
"STEM births per 1,000 est. births",1850,1800,0,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1810,0,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1820,0,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1830,0,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1840,0,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1850,0.23531481873310442,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1860,0.11515333709003081,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1870,0.11772707501466897,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1880,0.06208779705008647,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1890,0.036182028780553405,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1900,0.0948030721546554,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1910,0.08414475910552015,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1920,0.15158639222271594,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1930,0.0731826986628022,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1940,0.10852508616148303,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1950,0.0421217779433903,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1960,0.024044043115798105,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1970,0.033871398222534495,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1980,0.008949198863076425,1,Cohort 1850
"STEM births per 1,000 est. births",1850,1990,0,1,Cohort 1850
"STEM births per 1,000 est. births",1850,2000,0,1,Cohort 1850
"STEM births per 1,000 est. births",1860,1800,0.07127188908619642,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1810,0.13827014788619343,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1820,0.04740505730477436,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1830,0.04913205921201566,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1840,0.03309632487809849,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1850,0.025206742042358666,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1860,0.06084190001468201,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1870,0.04097835809478536,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1880,0.03273042288750175,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1890,0.05642812908867824,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1900,0.048208352959804364,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1910,0.06678087663233404,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1920,0.0997448800267902,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1930,0.09231460354619427,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1940,0.14826328259189492,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1950,0.057469573834443705,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1960,0.03362867035007951,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1970,0.02113895702970464,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1980,0.0017184908191321565,3,Cohort 1860
"STEM births per 1,000 est. births",1860,1990,2.8302085846509815e-4,3,Cohort 1860
"STEM births per 1,000 est. births",1860,2000,0,3,Cohort 1860
"STEM births per 1,000 est. births",1890,1800,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1810,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1820,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1830,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1840,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1850,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1860,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1870,0.01689616611328841,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1880,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1890,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1900,0.007214663839863269,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1910,0.0069219810310155875,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1920,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1930,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1940,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1950,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1960,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1970,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1980,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,1990,0,1,Cohort 1890
"STEM births per 1,000 est. births",1890,2000,0,1,Cohort 1890
County population,1850,1800,93.11861419677734,1,Cohort 1850
County population,1850,1810,107.43318939208984,1,Cohort 1850
County population,1850,1820,123.05207824707033,1,Cohort 1850
County population,1850,1830,140.0369873046875,1,Cohort 1850
County population,1850,1840,158.47518920898438,1,Cohort 1850
County population,1850,1850,34776,1,Cohort 1850
County population,1850,1860,56802,1,Cohort 1850
County population,1850,1870,149473,1,Cohort 1850
County population,1850,1880,233959,1,Cohort 1850
County population,1850,1890,298997,1,Cohort 1850
County population,1850,1900,342782,1,Cohort 1850
County population,1850,1910,416912,1,Cohort 1850
County population,1850,1920,506676,1,Cohort 1850
County population,1850,1930,634394,1,Cohort 1850
County population,1850,1940,634536,1,Cohort 1850
County population,1850,1950,775357,1,Cohort 1850
County population,1850,1960,740316,1,Cohort 1850
County population,1850,1970,715674,1,Cohort 1850
County population,1850,1980,678974,1,Cohort 1850
County population,1850,1990,723959,1,Cohort 1850
County population,1850,2000,776733,1,Cohort 1850
County population,1860,1800,43122.825358072914,3,Cohort 1860
County population,1860,1810,62884.153971354164,3,Cohort 1860
County population,1860,1820,80632.56282552083,3,Cohort 1860
County population,1860,1830,118238.62760416667,3,Cohort 1860
County population,1860,1840,178878.03515625,3,Cohort 1860
County population,1860,1850,339948.0169270833,3,Cohort 1860
County population,1860,1860,459206.5338541667,3,Cohort 1860
County population,1860,1870,674864.8854166666,3,Cohort 1860
County population,1860,1880,772568.3984375,3,Cohort 1860
County population,1860,1890,999146.6041666666,3,Cohort 1860
County population,1860,1900,1341143.5520833333,3,Cohort 1860
County population,1860,1910,1840681.6041666667,3,Cohort 1860
County population,1860,1920,2044145.3333333333,3,Cohort 1860
County population,1860,1930,2513960,3,Cohort 1860
County population,1860,1940,2757970.3333333335,3,Cohort 1860
County population,1860,1950,2988136,3,Cohort 1860
County population,1860,1960,3012789.3333333335,3,Cohort 1860
County population,1860,1970,3090816.3333333335,3,Cohort 1860
County population,1860,1980,2788529,3,Cohort 1860
County population,1860,1990,2873866,3,Cohort 1860
County population,1860,2000,3111543,3,Cohort 1860
County population,1890,1800,14692,1,Cohort 1890
County population,1890,1810,15258,1,Cohort 1890
County population,1890,1820,31764,1,Cohort 1890
County population,1890,1830,52317,1,Cohort 1890
County population,1890,1840,80145,1,Cohort 1890
County population,1890,1850,156844,1,Cohort 1890
County population,1890,1860,216410,1,Cohort 1890
County population,1890,1870,260370,1,Cohort 1890
County population,1890,1880,313374,1,Cohort 1890
County population,1890,1890,374573,1,Cohort 1890
County population,1890,1900,409479,1,Cohort 1890
County population,1890,1910,460732,1,Cohort 1890
County population,1890,1920,493678,1,Cohort 1890
County population,1890,1930,589356,1,Cohort 1890
County population,1890,1940,621987,1,Cohort 1890
County population,1890,1950,723952,1,Cohort 1890
County population,1890,1960,864121,1,Cohort 1890
County population,1890,1970,924018,1,Cohort 1890
County population,1890,1980,873224,1,Cohort 1890
County population,1890,1990,866228,1,Cohort 1890
County population,1890,2000,845303,1,Cohort 1890
